./93849114/pi-v17.c@31@ATOMIC@#pragma omp atomic@sum += 4.0/(1.0+x*x);
./93849114/pi-v16.c@31@ATOMIC@#pragma omp atomic@sum += 4.0/(1.0+x*x);
./93849114/pi-v5.c@31@ATOMIC@#pragma omp atomic@sum += 4.0/(1.0+x*x);
./93849114/pi-v14.c@30@ATOMIC@#pragma omp atomic@sum += 4.0/(1.0+x*x);
./93849114/pi-v14.c@40@ATOMIC@#pragma omp atomic@sum += 4.0/(1.0+x*x);
./147263317/atomic.c@8@ATOMIC@#pragma omp atomic@sum++;
./294798894/matrixsyn.c@46@ATOMIC@#pragma omp atomic@C[i][j] = C[i][j]+ (A[i][k] * B[k][j]);
./124639581/openMpHamming.c@26@ATOMIC@#pragma omp atomic@hammingValues[i][j]++;
./124639581/openMpHamming.c@33@ATOMIC@#pragma omp atomic@sum += psum;
./124639581/openMpHamming.c@71@ATOMIC@#pragma omp atomic@sum += psum;
./124639581/openMpHamming.c@109@ATOMIC@#pragma omp atomic@sum += psum;
./121361183/gauss-omp-fast.c@39@ATOMIC@#pragma omp atomic@counters[0]++;
./121361183/gauss-omp-fast.c@65@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/gauss-omp-fast.c@90@ATOMIC@#pragma omp atomic@counters[dim-1]++;
./121361183/gauss-omp-fast.c@108@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/gauss-omp-cond.c@41@ATOMIC@#pragma omp atomic@counters[0]=1;
./121361183/gauss-omp.c@39@ATOMIC@#pragma omp atomic@counters[0]++;
./121361183/gauss-omp.c@73@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/test-cond.c@26@ATOMIC@#pragma omp atomic@i--;
./121361183/cond_omp.c@27@ATOMIC@#pragma omp atomic@cond->cond++;
./121361183/test1.c@21@ATOMIC@#pragma omp atomic@cond=cond+3;
./121361183/test1.c@24@ATOMIC@#pragma omp atomic@cond=cond+10;
./121361183/test1.c@35@ATOMIC@#pragma omp atomic@cond--;
./121361183/gaussJ-omp-fast.c@37@ATOMIC@#pragma omp atomic@counters[0]++;
./121361183/gaussJ-omp-fast.c@60@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/gaussJ-omp-fast.c@87@ATOMIC@#pragma omp atomic@counters[dim-1]++;
./121361183/gaussJ-omp-fast.c@110@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/jacobi-omp-fast1.c@28@ATOMIC@#pragma omp atomic@flag++;
./121361183/openmp_diag.c@39@ATOMIC@#pragma omp atomic@counters[0]++;
./121361183/openmp_diag.c@55@ATOMIC@#pragma omp atomic@counters[dim-1]++;
./121361183/openmp_diag.c@73@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/gauss-omp-lbalance.c@40@ATOMIC@#pragma omp atomic@counters[0]++;
./121361183/gauss-omp-lbalance.c@83@ATOMIC@#pragma omp atomic@counters[i]++;
./121361183/gauss-omp-lbalance.c@112@ATOMIC@#pragma omp atomic@counters[dim-1]++;
./121361183/gauss-omp-lbalance.c@130@ATOMIC@#pragma omp atomic@counters[i]++;
./161696083/test_target_teams_distribute_depend_disjoint_section.c@24@ATOMIC@#pragma omp atomic@d[x] += a[x] + b[x];
./161696083/test_target_teams_distribute_depend_disjoint_section.c@29@ATOMIC@#pragma omp atomic@c[x] += 2*(a[x] + b[x]) + d[x];
./161696083/test_interop_target.c@20@ATOMIC@#pragma omp atomic@A[j] += 5;
./161696083/test_taskloop_simd_reduction.c@22@ATOMIC@#pragma omp atomic@sum += a[i]*b[i];
./161696083/test_taskloop_simd_reduction.c@29@ATOMIC@#pragma omp atomic@sum++;
./161696083/test_team_default_shared.c@19@ATOMIC@#pragma omp atomic@share++;
./161696083/test_taskwait_depend.c@19@ATOMIC@#pragma omp atomic@errors += err;
./161696083/test_target_teams_distribute_shared.c@20@ATOMIC@#pragma omp atomic@share = share + a[x];
./161696083/test_target_teams_distribute_depend_in_in.c@24@ATOMIC@#pragma omp atomic@d[x] += a[x] + b[x];
./161696083/test_target_teams_distribute_depend_in_in.c@29@ATOMIC@#pragma omp atomic@c[x] += 2*(a[x] + b[x]) + d[x];
./161696083/reduction_separated_directives.cpp@19@ATOMIC@#pragma omp atomic@counts_team += 1;
./161696083/reduction_separated_directives.c@18@ATOMIC@#pragma omp atomic@counts_team += 1;
./161696083/test_masked_filter.c@22@ATOMIC@#pragma omp atomic@total = total-1;
./161696083/test_target_teams_distribute_default_shared.c@23@ATOMIC@#pragma omp atomic@share = share + a[x];
./161696083/test_taskloop_reduction.c@22@ATOMIC@#pragma omp atomic@sum += a[i]*b[i];
./161696083/test_taskloop_reduction.c@29@ATOMIC@#pragma omp atomic@sum++;
./161696083/test_masked.c@22@ATOMIC@#pragma omp atomic@total = total-1;
./483750905/pi.c@133@ATOMIC@#pragma omp atomic@sum = sum + x;
./483750905/matrix.c@220@ATOMIC@#pragma omp atomic@adder += matrix_A[i][j] * matrix_B[j][a];                      }
./483750905/menuUltimoJuan.c@213@ATOMIC@#pragma omp atomic@sum = sum + x;
./244443993/dz1z5.c@231@ATOMIC@#pragma omp atomic@gridData[idx].real += (w * pt.real);
./244443993/dz1z5.c@233@ATOMIC@#pragma omp atomic@gridData[idx].imag += (w * pt.imag);
./244443993/dz1z5.c@235@ATOMIC@#pragma omp atomic@sampleDensity[idx] += 1.0;
./244443993/CPU_kernels.c@219@ATOMIC@#pragma omp atomic@gridData[idx].real += (w*pt.real);
./244443993/CPU_kernels.c@221@ATOMIC@#pragma omp atomic@gridData[idx].imag += (w*pt.imag);
./244443993/CPU_kernels.c@223@ATOMIC@#pragma omp atomic@sampleDensity[idx] += 1.0;
./241424068/if-clauseModificado.c@28@ATOMIC@#pragma omp atomic@suma += sumalocal;
./604432689/main.c@180@ATOMIC@#pragma omp atomic@"#endif
has_edge[(src / CHAR_BIT) % bitmap_size_in_bytes] |= (1 << (src % CHAR_BIT));
}
if (tgt / bitmap_size_in_bytes / CHAR_BIT == my_col) {
#ifdef _OPENMP
#pragma omp atomic
#endif
has_edge[(tgt / CHAR_BIT) % bitmap_size_in_bytes] |= (1 << (tgt % CHAR_BIT));
}
}"
./604432689/main.c@186@ATOMIC@#pragma omp atomic@"#endif
has_edge[(tgt / CHAR_BIT) % bitmap_size_in_bytes] |= (1 << (tgt % CHAR_BIT));
}
}
}
free(buf);
#if 0
MPI_Allreduce(MPI_IN_PLACE, has_edge, bitmap_size_in_bytes, MPI_UNSIGNED_CHAR, MPI_BOR, this_col);
#endif
MPI_Comm_free(&this_col);"
./604432689/oned_csc.c@45@ATOMIC@#pragma omp atomic@++counts[SWIZZLE_VERTEX(get_v1_from_edge(&inbuf[i])) / ULONG_BITS];
./604432689/oned_csr.c@39@ATOMIC@#pragma omp atomic@++counts[VERTEX_LOCAL(get_v0_from_edge(&inbuf[i]))];
./228656264/a.16.1.c@19@ATOMIC@#pragma omp atomic@x[index[i]] += work1 (i);
./228656264/reduction-2.C@20@ATOMIC@#pragma omp atomic@j |= 1;
./228656264/reduction-2.C@32@ATOMIC@#pragma omp atomic@j |= 2;
./228656264/reduction-2.C@35@ATOMIC@#pragma omp atomic@j |= 4;
./228656264/reduction-2.C@38@ATOMIC@#pragma omp atomic@j |= 8;
./228656264/atomic-10.C@9@ATOMIC@#pragma omp atomic@x1++;
./228656264/atomic-10.C@11@ATOMIC@#pragma omp atomic@x2--;
./228656264/atomic-10.C@13@ATOMIC@#pragma omp atomic@++x3;
./228656264/atomic-10.C@15@ATOMIC@#pragma omp atomic@--x4;
./228656264/atomic-10.C@17@ATOMIC@#pragma omp atomic@x5 += 1;
./228656264/atomic-10.C@19@ATOMIC@#pragma omp atomic@x1 -= y6;
./228656264/atomic-10.C@21@ATOMIC@#pragma omp atomic@x2 |= 1;
./228656264/atomic-10.C@23@ATOMIC@#pragma omp atomic@x3 &= 1;
./228656264/atomic-10.C@25@ATOMIC@#pragma omp atomic@x4 ^= 1;
./228656264/atomic-10.C@27@ATOMIC@#pragma omp atomic@x5 *= 3;
./228656264/atomic-10.C@29@ATOMIC@#pragma omp atomic@x1 /= 3;
./228656264/atomic-10.C@31@ATOMIC@#pragma omp atomic@x2 /= 3;
./228656264/atomic-10.C@33@ATOMIC@#pragma omp atomic@x3 <<= 3;
./228656264/atomic-10.C@35@ATOMIC@#pragma omp atomic@x4 >>= 3;
./228656264/atomic-10.C@41@ATOMIC@#pragma omp atomic@y6++;
./228656264/atomic-10.C@43@ATOMIC@#pragma omp atomic@y2--;
./228656264/atomic-10.C@45@ATOMIC@#pragma omp atomic@++y3;
./228656264/atomic-10.C@47@ATOMIC@#pragma omp atomic@--y4;
./228656264/atomic-10.C@49@ATOMIC@#pragma omp atomic@y5 += 1;
./228656264/atomic-10.C@51@ATOMIC@#pragma omp atomic@y6 -= x1;
./228656264/atomic-10.C@53@ATOMIC@#pragma omp atomic@y2 |= 1;
./228656264/atomic-10.C@55@ATOMIC@#pragma omp atomic@y3 &= 1;
./228656264/atomic-10.C@57@ATOMIC@#pragma omp atomic@y4 ^= 1;
./228656264/atomic-10.C@59@ATOMIC@#pragma omp atomic@y5 *= 3;
./228656264/atomic-10.C@61@ATOMIC@#pragma omp atomic@y6 /= 3;
./228656264/atomic-10.C@63@ATOMIC@#pragma omp atomic@y2 /= 3;
./228656264/atomic-10.C@65@ATOMIC@#pragma omp atomic@y3 <<= 3;
./228656264/atomic-10.C@67@ATOMIC@#pragma omp atomic@y4 >>= 3;
./228656264/atomic-10.C@73@ATOMIC@#pragma omp atomic@z1++;
./228656264/atomic-10.C@75@ATOMIC@#pragma omp atomic@z2--;
./228656264/atomic-10.C@77@ATOMIC@#pragma omp atomic@++z3;
./228656264/atomic-10.C@79@ATOMIC@#pragma omp atomic@--z4;
./228656264/atomic-10.C@81@ATOMIC@#pragma omp atomic@z5 += 1;
./228656264/atomic-10.C@83@ATOMIC@#pragma omp atomic@z1 |= 1;
./228656264/atomic-10.C@85@ATOMIC@#pragma omp atomic@z2 &= 1;
./228656264/atomic-10.C@87@ATOMIC@#pragma omp atomic@z3 ^= 1;
./228656264/atomic-10.C@89@ATOMIC@#pragma omp atomic@z4 *= 3;
./228656264/atomic-10.C@91@ATOMIC@#pragma omp atomic@z5 /= 3;
./228656264/atomic-10.C@93@ATOMIC@#pragma omp atomic@z1 /= 3;
./228656264/atomic-10.C@95@ATOMIC@#pragma omp atomic@z2 <<= 3;
./228656264/atomic-10.C@97@ATOMIC@#pragma omp atomic@z3 >>= 3;
./228656264/atomic-10.C@103@ATOMIC@#pragma omp atomic@a1 += 8.0;
./228656264/atomic-10.C@105@ATOMIC@#pragma omp atomic@a2 *= 3.5;
./228656264/atomic-10.C@107@ATOMIC@#pragma omp atomic@a3 -= a1 + a2;
./228656264/atomic-10.C@109@ATOMIC@#pragma omp atomic@a4 /= 2.0;
./228656264/atomic-8.C@14@ATOMIC@#pragma omp atomic@x = x + 7 + 6;
./228656264/atomic-8.C@18@ATOMIC@#pragma omp atomic@x = x * (2 - 1);
./228656264/atomic-8.C@63@ATOMIC@#pragma omp atomic@x = x * -4 / 2;
./228656264/task-1.C@12@ATOMIC@#pragma omp atomic@k++;
./228656264/task-1.C@53@ATOMIC@#pragma omp atomic@k++;
./228656264/ctor-4.C@29@ATOMIC@#pragma omp atomic@ccount++;
./228656264/ctor-4.C@34@ATOMIC@#pragma omp atomic@dcount++;
./228656264/ctor-4.C@41@ATOMIC@#pragma omp atomic@ecount++;
./228656264/debug-1.c@46@ATOMIC@#pragma omp atomic@v3k++;
./228656264/task-4.C@9@ATOMIC@#pragma omp atomic@e++;
./228656264/pr39591-2.c@11@ATOMIC@#pragma omp atomic@err++;
./228656264/ctor-7.C@20@ATOMIC@#pragma omp atomic@icount++;
./228656264/ctor-7.C@25@ATOMIC@#pragma omp atomic@dcount++;
./228656264/ctor-7.C@30@ATOMIC@#pragma omp atomic@xcount++;
./228656264/for-7.C@15@ATOMIC@#pragma omp atomic@cnt++;
./228656264/for-7.C@24@ATOMIC@#pragma omp atomic@cnt++;
./228656264/pr29947-2.c@16@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@35@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@54@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@73@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@93@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@113@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@133@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-2.c@153@ATOMIC@#pragma omp atomic@++cnt;
./228656264/atomic-14.C@14@ATOMIC@#pragma omp atomic@x = x + (7 + 6);
./228656264/atomic-14.C@18@ATOMIC@#pragma omp atomic@x = x * (2 - 1);
./228656264/atomic-14.C@63@ATOMIC@#pragma omp atomic@x = x * (-4 / 2);
./228656264/task-2.C@14@ATOMIC@#pragma omp atomic@e += 1;
./228656264/task-2.C@32@ATOMIC@#pragma omp atomic@e += 1;
./228656264/ordered-4.c@9@ATOMIC@#pragma omp atomic@j[i]++;
./228656264/ordered-4.c@33@ATOMIC@#pragma omp atomic@j[i]++;
./228656264/ordered-4.c@49@ATOMIC@#pragma omp atomic@j[i]++;
./228656264/ordered-4.c@73@ATOMIC@#pragma omp atomic@j[i]++;
./228656264/cancel-test.h@9@ATOMIC@#pragma omp atomic@s++;
./228656264/cancel-test.h@14@ATOMIC@#pragma omp atomic@s++;
./228656264/cancel-test.h@20@ATOMIC@#pragma omp atomic@s--;
./228656264/cancel-test.h@25@ATOMIC@#pragma omp atomic@s++;
./228656264/reduction-4.C@11@ATOMIC@#pragma omp atomic@j |= 1;
./228656264/reduction-4.C@14@ATOMIC@#pragma omp atomic@j |= 2;
./228656264/loop-12.C@10@ATOMIC@#pragma omp atomic@arr[loopidx * 5 + idx]++;
./228656264/pr35185.C@22@ATOMIC@#pragma omp atomic@err++;
./228656264/ctor-2.C@26@ATOMIC@#pragma omp atomic@ccount++;
./228656264/ctor-2.C@32@ATOMIC@#pragma omp atomic@dcount++;
./228656264/ctor-2.C@37@ATOMIC@#pragma omp atomic@xcount++;
./228656264/taskloop-1.c@10@ATOMIC@#pragma omp atomic@e |= 1;
./228656264/taskloop-1.c@22@ATOMIC@#pragma omp atomic@e |= 1;
./228656264/thread-limit-2.c@48@ATOMIC@#pragma omp atomic@--cnt;
./228656264/nestedfn-3.c@32@ATOMIC@#pragma omp atomic@l += bar ();
./228656264/pr26943-4.c@28@ATOMIC@#pragma omp atomic@a += i;
./228656264/pr26943-4.c@33@ATOMIC@#pragma omp atomic@e[0] += i;
./228656264/pr39591-1.c@19@ATOMIC@#pragma omp atomic@err++;
./228656264/target-35.c@34@ATOMIC@#pragma omp atomic@b[y] += z;
./228656264/target-35.c@36@ATOMIC@#pragma omp atomic@*a += 1;
./228656264/atomic-9.C@16@ATOMIC@#pragma omp atomic@x = x + 7 + 6;
./228656264/atomic-9.C@20@ATOMIC@#pragma omp atomic@x = x * (2 - 1);
./228656264/atomic-9.C@65@ATOMIC@#pragma omp atomic@x = x * -4 / 2;
./228656264/omp-nested-1.c@11@ATOMIC@#pragma omp atomic@i++;
./228656264/pr39591-3.c@11@ATOMIC@#pragma omp atomic@err++;
./228656264/pr26943-2.c@20@ATOMIC@#pragma omp atomic@a += i;
./228656264/pr26943-2.c@25@ATOMIC@#pragma omp atomic@e[0] += i;
./228656264/pr33880.c@14@ATOMIC@#pragma omp atomic@j += 1;
./228656264/pr33880.c@20@ATOMIC@#pragma omp atomic@j += 1;
./228656264/pr33880.c@45@ATOMIC@#pragma omp atomic@m += 1;
./228656264/pr33880.c@59@ATOMIC@#pragma omp atomic@m += 1;
./228656264/pr33880.c@66@ATOMIC@#pragma omp atomic@m += 1;
./228656264/pr33880.c@102@ATOMIC@#pragma omp atomic@m += 1;
./228656264/nested-3.c@37@ATOMIC@#pragma omp atomic@e[0] += 1;
./228656264/nested-3.c@57@ATOMIC@#pragma omp atomic@e[1] += 1;
./228656264/nested-3.c@79@ATOMIC@#pragma omp atomic@e[2] += 1;
./228656264/reduction-3.C@20@ATOMIC@#pragma omp atomic@j |= 1;
./228656264/reduction-3.C@33@ATOMIC@#pragma omp atomic@j |= 2;
./228656264/reduction-3.C@36@ATOMIC@#pragma omp atomic@j |= 4;
./228656264/reduction-3.C@39@ATOMIC@#pragma omp atomic@j |= 8;
./228656264/nestedfn-5.c@12@ATOMIC@#pragma omp atomic@++*j;
./228656264/nestedfn-5.c@18@ATOMIC@#pragma omp atomic@++*j;
./228656264/ctor-13.C@20@ATOMIC@#pragma omp atomic@ic++;
./228656264/ctor-13.C@25@ATOMIC@#pragma omp atomic@dc++;
./228656264/ctor-13.C@30@ATOMIC@#pragma omp atomic@cc++;
./228656264/ctor-13.C@35@ATOMIC@#pragma omp atomic@ac++;
./228656264/ctor-13.C@41@ATOMIC@#pragma omp atomic@xc++;
./228656264/pr48591.c@12@ATOMIC@#pragma omp atomic@f += 8.5Q;
./228656264/ctor-6.C@15@ATOMIC@#pragma omp atomic@count++;
./228656264/thread-limit-1.c@34@ATOMIC@#pragma omp atomic@--cnt;
./228656264/atomic-2.C@10@ATOMIC@#pragma omp atomic@d *= 1.25;
./228656264/atomic-2.C@12@ATOMIC@#pragma omp atomic@ld /= 0.75;
./228656264/pr29947-1.c@16@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@35@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@54@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@73@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@93@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@113@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@133@ATOMIC@#pragma omp atomic@++cnt;
./228656264/pr29947-1.c@153@ATOMIC@#pragma omp atomic@++cnt;
./228656264/atomic-5.C@12@ATOMIC@#pragma omp atomic@d += 1.0L;
./228656264/ctor-11.C@23@ATOMIC@#pragma omp atomic@icount++;
./228656264/ctor-11.C@28@ATOMIC@#pragma omp atomic@ccount++;
./228656264/ctor-11.C@33@ATOMIC@#pragma omp atomic@dcount++;
./228656264/ctor-11.C@39@ATOMIC@#pragma omp atomic@xcount++;
./228656264/pr64868.c@7@ATOMIC@#pragma omp atomic@f = 1.0f / f;
./228656264/pr64868.c@9@ATOMIC@#pragma omp atomic@f = 1 / f;
./228656264/pr64868.c@11@ATOMIC@#pragma omp atomic@f = f / 2.0f;
./228656264/pr64868.c@13@ATOMIC@#pragma omp atomic@f = f / 2;
./228656264/pr64868.c@15@ATOMIC@#pragma omp atomic@f /= 2.0f;
./228656264/pr64868.c@17@ATOMIC@#pragma omp atomic@f /= 2;
./228656264/pr64868.c@19@ATOMIC@#pragma omp atomic@d = 1.0 / d;
./228656264/pr64868.c@21@ATOMIC@#pragma omp atomic@d = 1 / d;
./228656264/pr64868.c@23@ATOMIC@#pragma omp atomic@d = d / 2.0;
./228656264/pr64868.c@25@ATOMIC@#pragma omp atomic@d = d / 2;
./228656264/pr64868.c@27@ATOMIC@#pragma omp atomic@d /= 2.0;
./228656264/pr64868.c@29@ATOMIC@#pragma omp atomic@d /= 2;
./228656264/pr64868.c@31@ATOMIC@#pragma omp atomic@ld = 1.0L / ld;
./228656264/pr64868.c@33@ATOMIC@#pragma omp atomic@ld = 1 / ld;
./228656264/pr64868.c@35@ATOMIC@#pragma omp atomic@ld = ld / 2.0L;
./228656264/pr64868.c@37@ATOMIC@#pragma omp atomic@ld = ld / 2;
./228656264/pr64868.c@39@ATOMIC@#pragma omp atomic@ld /= 2.0L;
./228656264/pr64868.c@41@ATOMIC@#pragma omp atomic@ld /= 2;
./228656264/pr64868.c@52@ATOMIC@#pragma omp atomic@v *= 16;
./228656264/pr64868.c@54@ATOMIC@#pragma omp atomic@v = 1.0 / v;
./228656264/pr64868.c@56@ATOMIC@#pragma omp atomic@v = N1 / v;
./228656264/pr64868.c@58@ATOMIC@#pragma omp atomic@v = v / 2.0;
./228656264/pr64868.c@60@ATOMIC@#pragma omp atomic@v = v / N2;
./228656264/pr64868.c@62@ATOMIC@#pragma omp atomic@v /= 2.0;
./228656264/pr64868.c@64@ATOMIC@#pragma omp atomic@v /= N2;
./228656264/ctor-3.C@24@ATOMIC@#pragma omp atomic@icount++;
./228656264/ctor-3.C@33@ATOMIC@#pragma omp atomic@dcount++;
./228656264/ctor-3.C@40@ATOMIC@#pragma omp atomic@ccount++;
./228656264/pr36802-2.c@16@ATOMIC@#pragma omp atomic@n += 1;
./228656264/pr36802-2.c@22@ATOMIC@#pragma omp atomic@q += i;
./228656264/pr36802-2.c@28@ATOMIC@#pragma omp atomic@n += 1;
./228656264/reduction-1.C@11@ATOMIC@#pragma omp atomic@j |= 1;
./228656264/reduction-1.C@14@ATOMIC@#pragma omp atomic@j |= 2;
./228656264/task-6.C@13@ATOMIC@#pragma omp atomic@k++;
./228656264/task-6.C@56@ATOMIC@#pragma omp atomic@k++;
./228656264/private-1.c@13@ATOMIC@#pragma omp atomic@k++;
./228656264/atomic-3.C@18@ATOMIC@#pragma omp atomic@e[0] += x;
./228656264/atomic-3.C@20@ATOMIC@#pragma omp atomic@e[16] += x;
./228656264/atomic-3.C@22@ATOMIC@#pragma omp atomic@g += y;
./228656264/atomic-3.C@24@ATOMIC@#pragma omp atomic@__real__ d += x;
./228656264/atomic-3.C@26@ATOMIC@#pragma omp atomic@__imag__ f += x;
./228656264/pr30703.C@13@ATOMIC@#pragma omp atomic@ctor++;
./228656264/pr30703.C@19@ATOMIC@#pragma omp atomic@cctor++;
./228656264/pr30703.C@24@ATOMIC@#pragma omp atomic@dtor++;
./228656264/pr30703.C@36@ATOMIC@#pragma omp atomic@j += 1;
./228656264/ctor-1.C@19@ATOMIC@#pragma omp atomic@icount++;
./228656264/ctor-1.C@24@ATOMIC@#pragma omp atomic@dcount++;
./228656264/ctor-1.C@29@ATOMIC@#pragma omp atomic@xcount++;
./228656264/pr30494.c@10@ATOMIC@#pragma omp atomic@errors += 1;
./228656264/pr30494.c@14@ATOMIC@#pragma omp atomic@errors += 1;
./228656264/cancel-for-2.C@20@ATOMIC@#pragma omp atomic@v++;
./228656264/cancel-for-2.C@27@ATOMIC@#pragma omp atomic@w += 8;
./228656264/cancel-for-2.C@34@ATOMIC@#pragma omp atomic@v += 2;
./228656264/cancel-for-2.C@55@ATOMIC@#pragma omp atomic@v++;
./228656264/cancel-for-2.C@63@ATOMIC@#pragma omp atomic@w += 8;
